Question;target
Premise 1: (N or not H) and N. Premise 2: Not H and H. Premise 3: Either not U or (H or U). Conclusion : N and N.;1
Premise 1: It is not the case that (T and K). Premise 2: Either not K or not T. Premise 3: (K or K) and T. Conclusion : It is not the case that G.;1
Premise 1: F. Premise 2: F. Premise 3: If not O then not X. Conclusion : X.;0
Premise 1: If D then not L. Premise 2: If (V and D) then V. Premise 3: L and not V. Conclusion : Either D or L.;1
Premise 1: Not U and not not E. Premise 2: U. Premise 3: Either L or (not E and L). Conclusion : L.;1
Premise 1: X. Premise 2: H. Premise 3: H and not H. Conclusion : H and not H.;1
Premise 1: W. Premise 2: It is not the case that L. Premise 3: If F then F. Conclusion : It is not the case that F.;0
Premise 1: V. Premise 2: It is not the case that C. Premise 3: If V then N. Conclusion : V.;1
Premise 1: T. Premise 2: G. Premise 3: Not G and (L and not G). Conclusion : T.;1
Premise 1: If V then I. Premise 2: Not D and not V. Premise 3: Either (not V or I) or not D. Conclusion : Either not D or not D.;1
Premise 1: It is not the case that (C and L). Premise 2: If not L then (L or Y). Premise 3: If (L or not Y) then not Y. Conclusion : L.;0
Premise 1: It is not the case that not J. Premise 2: If V then (J or V). Premise 3: V if and only if V. Conclusion : It is not the case that V.;0
Premise 1: It is not the case that K. Premise 2: If not K then V. Premise 3: It is not the case that (not V and V). Conclusion : It is not the case that F.;0
Premise 1: Either not E or N. Premise 2: (N implies not U) and U. Premise 3: It is not the case that U. Conclusion : Not U and N.;1
Premise 1: Either not not W or L. Premise 2: It is not the case that H. Premise 3: If L then (W iff H). Conclusion : Either W or H.;0
Premise 1: W. Premise 2: It is not the case that G. Premise 3: W. Conclusion : W.;1
Premise 1: If B then Y. Premise 2: It is not the case that J. Premise 3: Either (not J or J) or not Y. Conclusion : Y.;0
Premise 1: Either P or P. Premise 2: If V then (V or not V). Premise 3: V. Conclusion : It is not the case that not V.;1
Premise 1: If S then (not O implies O). Premise 2: S and S. Premise 3: It is not the case that O. Conclusion : O and not F.;1
Premise 1: Y. Premise 2: It is not the case that N. Premise 3: Y. Conclusion : Y if and only if Y.;1
Premise 1: M and (M or G). Premise 2: M. Premise 3: It is not the case that G. Conclusion : Either M or not M.;1
Premise 1: L. Premise 2: Not U and A. Premise 3: U. Conclusion : It is not the case that A.;1
Premise 1: It is not the case that (not O or B). Premise 2: Not S and O. Premise 3: Not B and not B. Conclusion : O.;1
Premise 1: It is not the case that not E. Premise 2: It is not the case that (S and not E). Premise 3: E and not J. Conclusion : It is not the case that E.;0
Premise 1: Not X and I. Premise 2: It is not the case that I. Premise 3: It is not the case that F. Conclusion : Either F or I.;1
Premise 1: It is not the case that E. Premise 2: I and W. Premise 3: Either I or W. Conclusion : E.;0
Premise 1: N. Premise 2: It is not the case that Y. Premise 3: It is not the case that (H and H). Conclusion : Not N and H.;0
Premise 1: J and (G or U). Premise 2: If not J then not J. Premise 3: Not J and (not G iff not U). Conclusion : Either J or U.;1
Premise 1: Not L and W. Premise 2: W and B. Premise 3: It is not the case that (B or W). Conclusion : It is not the case that L.;1
Premise 1: It is not the case that G. Premise 2: I. Premise 3: I and not R. Conclusion : If G then G.;1
Premise 1: Not S if and only if G. Premise 2: Either N or (S implies G). Premise 3: It is not the case that G. Conclusion : Not S and S.;0
Premise 1: It is not the case that (P or C). Premise 2: P if and only if (C and U). Premise 3: U. Conclusion : C.;0
Premise 1: (D or not D) if and only if S. Premise 2: Either not N or D. Premise 3: If not D then not S. Conclusion : Not D and N.;0
Premise 1: It is not the case that D. Premise 2: If D then V. Premise 3: D. Conclusion : It is not the case that V.;1
Premise 1: It is not the case that (G or G). Premise 2: G. Premise 3: R. Conclusion : Not N and N.;1
Premise 1: (not P and A) and W. Premise 2: Not P and A. Premise 3: A and not P. Conclusion : A.;1
Premise 1: Either not C or W. Premise 2: If (C implies P) then not P. Premise 3: Either P or (W or P). Conclusion : C and not P.;0
Premise 1: N if and only if Y. Premise 2: It is not the case that N. Premise 3: Y. Conclusion : Y.;1
Premise 1: It is not the case that U. Premise 2: (P or C) and P. Premise 3: It is not the case that (C or P). Conclusion : If C then P.;1
Premise 1: If V then V. Premise 2: Either (P and P) or D. Premise 3: It is not the case that V. Conclusion : If V then P.;1
Premise 1: Y. Premise 2: G. Premise 3: G. Conclusion : N.;0
Premise 1: Either not D or Y. Premise 2: It is not the case that D. Premise 3: If not D then not P. Conclusion : D.;0
Premise 1: T and not P. Premise 2: It is not the case that T. Premise 3: E and P. Conclusion : It is not the case that E.;1
Premise 1: If not R then not H. Premise 2: If not L then H. Premise 3: It is not the case that R. Conclusion : Either L or R.;1
Premise 1: Either (I or R) or not R. Premise 2: R. Premise 3: I and (R and I). Conclusion : If not I then not E.;1
Premise 1: It is not the case that (J and D). Premise 2: S. Premise 3: If (J or not J) then D. Conclusion : J.;0
Premise 1: Either H or (O implies H). Premise 2: Not Y if and only if not Y. Premise 3: H and Y. Conclusion : It is not the case that Y.;0
Premise 1: It is not the case that not not B. Premise 2: R and R. Premise 3: (R and B) and J. Conclusion : B.;1
Premise 1: It is not the case that (not I or not H). Premise 2: Either I or T. Premise 3: T if and only if not T. Conclusion : Not H and I.;1
Premise 1: Either (not O implies not G) or not U. Premise 2: Not U and not U. Premise 3: Either G or not G. Conclusion : It is not the case that G.;0
Premise 1: It is not the case that not not B. Premise 2: Either L or not L. Premise 3: Either (B and B) or V. Conclusion : It is not the case that B.;1
Premise 1: It is not the case that V. Premise 2: D. Premise 3: Either not D or not D. Conclusion : It is not the case that J.;1
Premise 1: It is not the case that (I and I). Premise 2: If S then not I. Premise 3: S. Conclusion : S.;1
Premise 1: If L then F. Premise 2: If not L then (Y and Y). Premise 3: If (not Y or Y) then F. Conclusion : Either not F or not F.;0
Premise 1: Y. Premise 2: L and not Y. Premise 3: If A then Y. Conclusion : L and L.;1
Premise 1: L. Premise 2: Either not F or not L. Premise 3: Either F or (L and not F). Conclusion : It is not the case that X.;0
Premise 1: If G then (not G or G). Premise 2: N. Premise 3: It is not the case that (W and N). Conclusion : W.;0
Premise 1: It is not the case that K. Premise 2: It is not the case that (W iff K). Premise 3: It is not the case that G. Conclusion : G.;0
Premise 1: B. Premise 2: O. Premise 3: Either (not O and not O) or not O. Conclusion : O.;1
Premise 1: Not U and not K. Premise 2: If F then K. Premise 3: F. Conclusion : F.;1
Premise 1: Either not W or I. Premise 2: I and not W. Premise 3: Either A or A. Conclusion : A.;1
Premise 1: E. Premise 2: Either not P or not not P. Premise 3: If (P implies not W) then not P. Conclusion : It is not the case that P.;0
Premise 1: If G then K. Premise 2: If not V then (not K implies G). Premise 3: It is not the case that (G implies not K). Conclusion : V.;0
Premise 1: X. Premise 2: J. Premise 3: Not J and X. Conclusion : If not E then not E.;1
Premise 1: E if and only if E. Premise 2: Not V and E. Premise 3: (V or V) if and only if N. Conclusion : It is not the case that V.;1
Premise 1: G. Premise 2: T. Premise 3: Not not T and not G. Conclusion : If L then L.;1
Premise 1: It is not the case that not W. Premise 2: It is not the case that (W implies not W). Premise 3: If F then F. Conclusion : It is not the case that F.;0
Premise 1: It is not the case that Y. Premise 2: Either (H and Y) or not O. Premise 3: It is not the case that Y. Conclusion : Not H and H.;0
Premise 1: Either (not R implies F) or not R. Premise 2: Not R and (not N or N). Premise 3: R and not N. Conclusion : Either not N or not R.;1
Premise 1: It is not the case that F. Premise 2: It is not the case that (not F implies W). Premise 3: F. Conclusion : F.;1
Premise 1: V. Premise 2: It is not the case that D. Premise 3: It is not the case that N. Conclusion : V and D.;0
Premise 1: Either M or M. Premise 2: It is not the case that M. Premise 3: U. Conclusion : Either U or E.;1
Premise 1: Either (K implies not E) or Y. Premise 2: It is not the case that Y. Premise 3: E. Conclusion : It is not the case that Y.;1
Premise 1: It is not the case that H. Premise 2: It is not the case that not Y. Premise 3: Either not K or (K iff K). Conclusion : Y and H.;0
Premise 1: If M then (V or A). Premise 2: (A and A) and not A. Premise 3: It is not the case that A. Conclusion : A.;1
Premise 1: Either (B implies J) or U. Premise 2: (J or not B) and U. Premise 3: If J then U. Conclusion : B and U.;0
Premise 1: W. Premise 2: If not F then not W. Premise 3: It is not the case that (F and not W). Conclusion : Either W or J.;1
Premise 1: It is not the case that Y. Premise 2: It is not the case that Y. Premise 3: O. Conclusion : It is not the case that not G.;0
Premise 1: If not U then (E implies not M). Premise 2: E. Premise 3: U. Conclusion : If U then M.;0
Premise 1: K. Premise 2: It is not the case that (not K or B). Premise 3: Either not V or (V and not V). Conclusion : Either B or K.;1
Premise 1: B and not W. Premise 2: It is not the case that B. Premise 3: It is not the case that W. Conclusion : P.;1
Premise 1: D. Premise 2: It is not the case that (D iff not V). Premise 3: It is not the case that not V. Conclusion : It is not the case that D.;0
Premise 1: Either (G and not S) or not I. Premise 2: S. Premise 3: G. Conclusion : It is not the case that G.;0
Premise 1: If V then J. Premise 2: V. Premise 3: J. Conclusion : It is not the case that not V.;1
Premise 1: R if and only if (R or not B). Premise 2: R. Premise 3: B if and only if L. Conclusion : B.;0
Premise 1: It is not the case that N. Premise 2: R. Premise 3: N and not N. Conclusion : N.;1
Premise 1: Either I or W. Premise 2: It is not the case that I. Premise 3: If W then not W. Conclusion : Either not I or not I.;1
Premise 1: (not S or not S) and not O. Premise 2: It is not the case that D. Premise 3: Either (S or not D) or S. Conclusion : D.;0
Premise 1: F. Premise 2: It is not the case that F. Premise 3: Either (F and X) or F. Conclusion : Either not O or O.;1
Premise 1: If (E and E) then E. Premise 2: If E then not W. Premise 3: N. Conclusion : W.;0
Premise 1: It is not the case that S. Premise 2: (not A or S) and A. Premise 3: If L then not A. Conclusion : S.;1
Premise 1: If (I or U) then A. Premise 2: A. Premise 3: I. Conclusion : If not U then I.;1
Premise 1: Not D and D. Premise 2: It is not the case that D. Premise 3: It is not the case that P. Conclusion : It is not the case that not D.;1
Premise 1: It is not the case that M. Premise 2: Not M and M. Premise 3: U. Conclusion : M.;1
Premise 1: If not A then W. Premise 2: If N then N. Premise 3: It is not the case that not W. Conclusion : N.;0
Premise 1: Either (R and R) or P. Premise 2: P. Premise 3: It is not the case that R. Conclusion : It is not the case that G.;0
Premise 1: C and not C. Premise 2: Either not Y or (not L and L). Premise 3: Y and Y. Conclusion : Y.;1
Premise 1: I. Premise 2: If not I then (not G and not G). Premise 3: It is not the case that I. Conclusion : If not G then not I.;1
Premise 1: It is not the case that (L and U). Premise 2: (U or U) if and only if G. Premise 3: If not G then not G. Conclusion : G.;0
Premise 1: Either not L or (not H and L). Premise 2: Either not L or U. Premise 3: It is not the case that (H or not U). Conclusion : Either L or L.;0
Premise 1: Either not U or not E. Premise 2: O. Premise 3: It is not the case that (E or E). Conclusion : Either O or E.;1
Premise 1: If (D and U) then D. Premise 2: I. Premise 3: It is not the case that I. Conclusion : It is not the case that D.;1
Premise 1: N. Premise 2: T and not T. Premise 3: N. Conclusion : H.;1
Premise 1: If not not W then W. Premise 2: If not W then not W. Premise 3: If not W then G. Conclusion : It is not the case that W.;0
Premise 1: Either not G or K. Premise 2: G. Premise 3: It is not the case that (not G implies G). Conclusion : G.;1
Premise 1: It is not the case that not R. Premise 2: R. Premise 3: Not H and not not J. Conclusion : H.;0
Premise 1: It is not the case that P. Premise 2: Either P or not A. Premise 3: Either P or not S. Conclusion : It is not the case that A.;1
Premise 1: Either M or not not S. Premise 2: M. Premise 3: S. Conclusion : M.;1
Premise 1: E. Premise 2: P. Premise 3: E. Conclusion : P and S.;0
Premise 1: It is not the case that not H. Premise 2: It is not the case that H. Premise 3: H and not not H. Conclusion : O and not Y.;1
Premise 1: It is not the case that (U or J). Premise 2: U if and only if not J. Premise 3: E and (J and J). Conclusion : E if and only if not U.;1
Premise 1: A. Premise 2: O and (O and T). Premise 3: It is not the case that O. Conclusion : O.;1
Premise 1: It is not the case that (not V implies V). Premise 2: N and N. Premise 3: It is not the case that B. Conclusion : It is not the case that V.;1
Premise 1: Either not S or not O. Premise 2: Not B and not S. Premise 3: It is not the case that O. Conclusion : If not O then not O.;1
Premise 1: Either D or (P or D). Premise 2: It is not the case that D. Premise 3: Either not P or not W. Conclusion : Not W if and only if P.;1
Premise 1: Not V and D. Premise 2: J and J. Premise 3: Either not D or V. Conclusion : V.;1
Premise 1: Either not W or W. Premise 2: It is not the case that W. Premise 3: If (F iff not J) then not W. Conclusion : F.;0
Premise 1: Either not X or (I or X). Premise 2: Either (not I and not I) or I. Premise 3: X. Conclusion : B.;0
Premise 1: If K then K. Premise 2: B if and only if V. Premise 3: It is not the case that (K iff not K). Conclusion : V.;0
Premise 1: Either not E or I. Premise 2: It is not the case that (E implies I). Premise 3: It is not the case that (not I or not E). Conclusion : It is not the case that E.;1
Premise 1: J if and only if (not T implies T). Premise 2: Either (G implies J) or J. Premise 3: Either J or G. Conclusion : If J then not T.;0
Premise 1: Not E and E. Premise 2: It is not the case that E. Premise 3: Either O or (O or O). Conclusion : W.;1
Premise 1: P. Premise 2: If not P then (Y or not B). Premise 3: Y. Conclusion : If Y then not Y.;0
Premise 1: Either (I implies H) or I. Premise 2: Either H or I. Premise 3: If (I or I) then I. Conclusion : T if and only if T.;1
Premise 1: It is not the case that T. Premise 2: Either (E or T) or not E. Premise 3: Either T or T. Conclusion : J and T.;1
Premise 1: S. Premise 2: If not I then S. Premise 3: Not G and I. Conclusion : S.;1
Premise 1: (L implies L) and not L. Premise 2: Either not L or not R. Premise 3: It is not the case that R. Conclusion : It is not the case that R.;1
Premise 1: It is not the case that X. Premise 2: It is not the case that I. Premise 3: It is not the case that (E or X). Conclusion : If I then not E.;1
Premise 1: It is not the case that O. Premise 2: Either Y or O. Premise 3: Either Y or O. Conclusion : Either not Y or Y.;1
Premise 1: Not W and (not W or not W). Premise 2: (not N or A) and not N. Premise 3: Either (A implies N) or A. Conclusion : W.;0
Premise 1: A. Premise 2: M and Y. Premise 3: It is not the case that Y. Conclusion : M and Y.;1
Premise 1: P and (not T implies E). Premise 2: P. Premise 3: It is not the case that T. Conclusion : It is not the case that P.;0
Premise 1: Either C or (not N and X). Premise 2: It is not the case that N. Premise 3: C and (not C implies N). Conclusion : N.;0
Premise 1: It is not the case that (E and R). Premise 2: R. Premise 3: E. Conclusion : O.;1
Premise 1: It is not the case that not I. Premise 2: H and H. Premise 3: Either H or (not I and not I). Conclusion : Either not H or H.;1
Premise 1: It is not the case that U. Premise 2: I. Premise 3: If U then I. Conclusion : It is not the case that B.;0
Premise 1: K. Premise 2: If not C then (not K implies K). Premise 3: T. Conclusion : It is not the case that C.;0
Premise 1: (E and not W) and N. Premise 2: W. Premise 3: If N then not E. Conclusion : Either N or not N.;1
Premise 1: Either not T or (T implies T). Premise 2: Either G or not T. Premise 3: It is not the case that not T. Conclusion : T.;1
Premise 1: It is not the case that G. Premise 2: G. Premise 3: It is not the case that (Y implies P). Conclusion : It is not the case that not Y.;1
Premise 1: E and not R. Premise 2: It is not the case that not E. Premise 3: If N then E. Conclusion : Not E and E.;0
Premise 1: I. Premise 2: X. Premise 3: Not X and (A implies A). Conclusion : It is not the case that not X.;1
Premise 1: C. Premise 2: P. Premise 3: (not C and not C) and P. Conclusion : It is not the case that P.;1
Premise 1: R. Premise 2: It is not the case that P. Premise 3: It is not the case that (R implies P). Conclusion : Either R or R.;1
Premise 1: (D or not M) and D. Premise 2: Either not D or D. Premise 3: If (D or M) then D. Conclusion : U and M.;0
Premise 1: It is not the case that W. Premise 2: Not W and not W. Premise 3: Not H and H. Conclusion : Not W and J.;1
Premise 1: If not P then E. Premise 2: Either E or (not U and not P). Premise 3: U. Conclusion : It is not the case that U.;0
Premise 1: It is not the case that (not E and not X). Premise 2: If X then L. Premise 3: Either not L or E. Conclusion : E if and only if X.;0
Premise 1: Not L if and only if (L or not L). Premise 2: B. Premise 3: It is not the case that U. Conclusion : B.;1
Premise 1: If not F then F. Premise 2: Either (M or not V) or not M. Premise 3: If F then not F. Conclusion : If V then F.;1
Premise 1: Not K if and only if (B and not V). Premise 2: V if and only if not V. Premise 3: K. Conclusion : V.;1
Premise 1: If I then I. Premise 2: B. Premise 3: If not X then (not B implies B). Conclusion : If I then B.;1
Premise 1: It is not the case that (not F and N). Premise 2: Either N or F. Premise 3: It is not the case that (not F iff F). Conclusion : F.;1
Premise 1: Either (Y or I) or Y. Premise 2: Not H and not not H. Premise 3: It is not the case that (I and H). Conclusion : It is not the case that not I.;1
Premise 1: It is not the case that not J. Premise 2: Either not not Y or G. Premise 3: It is not the case that Y. Conclusion : Either G or not G.;1
Premise 1: I and not T. Premise 2: T. Premise 3: If not D then not I. Conclusion : Not I and I.;1
Premise 1: If Y then Y. Premise 2: Not N and G. Premise 3: It is not the case that G. Conclusion : N.;1
Premise 1: If J then (C or U). Premise 2: Not C and not J. Premise 3: J and C. Conclusion : It is not the case that C.;1
Premise 1: If N then not G. Premise 2: If (R and G) then not N. Premise 3: Not G and G. Conclusion : N and R.;1
Premise 1: R. Premise 2: It is not the case that (E and I). Premise 3: I. Conclusion : It is not the case that E.;1
Premise 1: J. Premise 2: If J then J. Premise 3: If not Y then E. Conclusion : It is not the case that E.;0
Premise 1: Either V or V. Premise 2: If not A then not A. Premise 3: Not N if and only if N. Conclusion : It is not the case that A.;1
Premise 1: If U then A. Premise 2: N. Premise 3: Not A and N. Conclusion : Either not A or not U.;1
Premise 1: If R then B. Premise 2: Not B and not B. Premise 3: It is not the case that not B. Conclusion : B.;1
Premise 1: X if and only if not X. Premise 2: If not J then X. Premise 3: X. Conclusion : It is not the case that D.;1
Premise 1: If not R then L. Premise 2: If R then (not D implies L). Premise 3: D if and only if D. Conclusion : It is not the case that D.;0
Premise 1: It is not the case that K. Premise 2: Either K or K. Premise 3: If U then not G. Conclusion : It is not the case that U.;1
Premise 1: If F then I. Premise 2: It is not the case that not I. Premise 3: V and (V implies F). Conclusion : If V then not V.;0
Premise 1: T. Premise 2: P. Premise 3: P and not E. Conclusion : Either T or not P.;1
Premise 1: Either not E or not V. Premise 2: Either (E and not E) or V. Premise 3: Either V or not P. Conclusion : If V then not P.;0
Premise 1: H. Premise 2: H. Premise 3: If J then (not H iff X). Conclusion : J and H.;0
Premise 1: It is not the case that X. Premise 2: If (H implies K) then K. Premise 3: Either K or K. Conclusion : It is not the case that not H.;0
Premise 1: I. Premise 2: It is not the case that W. Premise 3: It is not the case that (not I and I). Conclusion : I.;1
Premise 1: If not F then R. Premise 2: R. Premise 3: J. Conclusion : If F then R.;1
Premise 1: J and V. Premise 2: V. Premise 3: Not V and not D. Conclusion : If J then not D.;1
Premise 1: It is not the case that (V and E). Premise 2: It is not the case that not V. Premise 3: Either not E or (E or V). Conclusion : It is not the case that L.;0
Premise 1: B. Premise 2: J and (J implies B). Premise 3: It is not the case that not J. Conclusion : It is not the case that B.;0
Premise 1: Either (S iff I) or S. Premise 2: B and B. Premise 3: If S then B. Conclusion : It is not the case that I.;0
Premise 1: It is not the case that P. Premise 2: It is not the case that X. Premise 3: Either P or X. Conclusion : It is not the case that P.;1
Premise 1: If X then X. Premise 2: Not not X if and only if not X. Premise 3: F. Conclusion : It is not the case that F.;1
Premise 1: Either (F and not T) or T. Premise 2: It is not the case that not F. Premise 3: I. Conclusion : T.;0
Premise 1: If not T then (T implies D). Premise 2: D if and only if T. Premise 3: D and not D. Conclusion : D.;1
Premise 1: It is not the case that U. Premise 2: It is not the case that not H. Premise 3: Either M or H. Conclusion : Not M and U.;0
Premise 1: U if and only if not L. Premise 2: L if and only if (U implies C). Premise 3: U. Conclusion : L.;0
Premise 1: It is not the case that L. Premise 2: It is not the case that L. Premise 3: (L or L) and S. Conclusion : A.;1
Premise 1: P. Premise 2: If P then not C. Premise 3: It is not the case that R. Conclusion : It is not the case that P.;0
Premise 1: Either not H or X. Premise 2: Either M or not M. Premise 3: M. Conclusion : Not X and M.;0
Premise 1: V. Premise 2: V if and only if not not B. Premise 3: N. Conclusion : B.;1
Premise 1: It is not the case that B. Premise 2: It is not the case that B. Premise 3: B. Conclusion : It is not the case that K.;1
Premise 1: If X then X. Premise 2: It is not the case that X. Premise 3: C. Conclusion : Either K or X.;0
Premise 1: Either B or (not L or not L). Premise 2: It is not the case that not B. Premise 3: L. Conclusion : It is not the case that L.;0
Premise 1: R if and only if (R or R). Premise 2: If not H then (not H and R). Premise 3: If not H then (J and H). Conclusion : It is not the case that R.;0
Premise 1: O. Premise 2: Not Y and not C. Premise 3: O. Conclusion : It is not the case that not C.;0
Premise 1: G. Premise 2: If Y then not J. Premise 3: If Y then not Y. Conclusion : It is not the case that J.;0
Premise 1: It is not the case that (V and not O). Premise 2: If (not V implies O) then V. Premise 3: H. Conclusion : It is not the case that O.;0
Premise 1: O and O. Premise 2: If X then not O. Premise 3: It is not the case that G. Conclusion : Either G or O.;1
Premise 1: If not J then J. Premise 2: Either (J or not X) or X. Premise 3: Either (J implies G) or not X. Conclusion : G.;0
Premise 1: Either not Y or not L. Premise 2: It is not the case that (not L and G). Premise 3: Y. Conclusion : G.;0
Premise 1: It is not the case that P. Premise 2: It is not the case that (not P and T). Premise 3: T. Conclusion : F.;1
Premise 1: R. Premise 2: R. Premise 3: I. Conclusion : It is not the case that R.;0
Premise 1: It is not the case that B. Premise 2: It is not the case that M. Premise 3: M. Conclusion : S.;1
Premise 1: C. Premise 2: Either (V implies P) or not V. Premise 3: C. Conclusion : It is not the case that V.;0
Premise 1: P. Premise 2: (not H implies P) and not P. Premise 3: It is not the case that P. Conclusion : If not H then H.;1
Premise 1: Either O or O. Premise 2: Either not not F or F. Premise 3: If not O then not S. Conclusion : It is not the case that S.;0
Premise 1: I. Premise 2: W. Premise 3: If not W then D. Conclusion : W and I.;1
Premise 1: U. Premise 2: N. Premise 3: U. Conclusion : N.;1
Premise 1: Either U or N. Premise 2: It is not the case that (U or N). Premise 3: F. Conclusion : Not F and not F.;1
Premise 1: It is not the case that U. Premise 2: If not not U then not M. Premise 3: It is not the case that (not M or not E). Conclusion : It is not the case that U.;1
Premise 1: O. Premise 2: It is not the case that X. Premise 3: X and (A and not O). Conclusion : It is not the case that not X.;1
Premise 1: O. Premise 2: It is not the case that (Y or Y). Premise 3: It is not the case that not C. Conclusion : It is not the case that O.;0
Premise 1: E. Premise 2: If E then (X and E). Premise 3: Either (not E and X) or M. Conclusion : It is not the case that E.;0
Premise 1: Either L or G. Premise 2: If not W then L. Premise 3: It is not the case that G. Conclusion : Either G or G.;0
Premise 1: It is not the case that T. Premise 2: It is not the case that D. Premise 3: It is not the case that I. Conclusion : If T then D.;1
Premise 1: H and (P or U). Premise 2: P. Premise 3: H. Conclusion : P and U.;0
Premise 1: It is not the case that X. Premise 2: If A then not A. Premise 3: It is not the case that (A and M). Conclusion : M.;0
Premise 1: It is not the case that (not L or F). Premise 2: If L then U. Premise 3: (L or not F) and L. Conclusion : It is not the case that U.;0
Premise 1: It is not the case that (P or T). Premise 2: P. Premise 3: T. Conclusion : Either T or T.;1
Premise 1: It is not the case that not O. Premise 2: B. Premise 3: Either not Y or not B. Conclusion : Not O and not Y.;0
Premise 1: A. Premise 2: It is not the case that (A iff V). Premise 3: V. Conclusion : V.;1
Premise 1: Not X and not G. Premise 2: Either not G or not K. Premise 3: X. Conclusion : G and not K.;1
Premise 1: It is not the case that E. Premise 2: If (Y implies not E) then not N. Premise 3: Not not N and Y. Conclusion : N.;1
Premise 1: If N then C. Premise 2: It is not the case that C. Premise 3: If U then N. Conclusion : It is not the case that U.;1
Premise 1: (not V or V) and not V. Premise 2: D. Premise 3: Not V and (not N or N). Conclusion : Not N if and only if not V.;0
Premise 1: (V implies not V) and not V. Premise 2: It is not the case that not V. Premise 3: It is not the case that C. Conclusion : M.;1
Premise 1: (S or S) and not S. Premise 2: If not I then (not G or I). Premise 3: It is not the case that (S implies I). Conclusion : It is not the case that S.;1
Premise 1: T. Premise 2: It is not the case that T. Premise 3: If K then not D. Conclusion : T.;1
Premise 1: I. Premise 2: It is not the case that not not I. Premise 3: Either I or I. Conclusion : It is not the case that I.;1
Premise 1: It is not the case that D. Premise 2: If not X then D. Premise 3: Not D and not X. Conclusion : If M then D.;1
Premise 1: J. Premise 2: (Y or not J) if and only if not F. Premise 3: If not Y then J. Conclusion : If Y then J.;1
Premise 1: It is not the case that U. Premise 2: H. Premise 3: Either (J and H) or U. Conclusion : J.;1
Premise 1: It is not the case that not A. Premise 2: A. Premise 3: V. Conclusion : If L then not V.;0
Premise 1: It is not the case that N. Premise 2: It is not the case that not N. Premise 3: It is not the case that not B. Conclusion : Either B or N.;1
Premise 1: Y. Premise 2: Y. Premise 3: If (not J and J) then not D. Conclusion : If J then not Y.;0
Premise 1: It is not the case that G. Premise 2: It is not the case that (G implies not G). Premise 3: (R and not G) and R. Conclusion : G and N.;1
Premise 1: M. Premise 2: Either not M or W. Premise 3: M. Conclusion : Either not M or M.;1
Premise 1: I if and only if (not S and I). Premise 2: I. Premise 3: It is not the case that F. Conclusion : I.;1
Premise 1: V and N. Premise 2: If A then (A implies A). Premise 3: A. Conclusion : It is not the case that A.;0
Premise 1: If W then W. Premise 2: Not N and N. Premise 3: Either (not E implies E) or N. Conclusion : It is not the case that W.;1
Premise 1: W. Premise 2: Not J and not W. Premise 3: G. Conclusion : G.;1
Premise 1: It is not the case that (W iff J). Premise 2: It is not the case that F. Premise 3: J. Conclusion : F.;0
Premise 1: (not X or I) and D. Premise 2: I. Premise 3: (I and not I) and I. Conclusion : If X then not D.;1
Premise 1: P. Premise 2: If (P and not Y) then not Y. Premise 3: If P then (not Y implies P). Conclusion : A and Y.;0
Premise 1: Either U or not not H. Premise 2: If H then (N and H). Premise 3: U. Conclusion : It is not the case that H.;0
Premise 1: L and not L. Premise 2: It is not the case that (not L and L). Premise 3: (not H or W) and W. Conclusion : H.;1
Premise 1: K. Premise 2: K. Premise 3: Either W or W. Conclusion : Either K or not K.;1
Premise 1: It is not the case that N. Premise 2: H. Premise 3: U. Conclusion : Not H and U.;0
Premise 1: It is not the case that K. Premise 2: If K then K. Premise 3: K. Conclusion : D.;1
Premise 1: F. Premise 2: V. Premise 3: V and V. Conclusion : It is not the case that F.;0
Premise 1: Either not W or (M and F). Premise 2: If (not M or W) then W. Premise 3: W and not M. Conclusion : It is not the case that M.;1
Premise 1: H. Premise 2: H. Premise 3: It is not the case that H. Conclusion : It is not the case that T.;1
Premise 1: Not V and N. Premise 2: If N then not G. Premise 3: N. Conclusion : Not N and G.;0
Premise 1: It is not the case that D. Premise 2: Not T and not J. Premise 3: It is not the case that (D and not T). Conclusion : J.;0
Premise 1: It is not the case that N. Premise 2: N if and only if (F or not F). Premise 3: N. Conclusion : It is not the case that Y.;1
Premise 1: It is not the case that G. Premise 2: T and J. Premise 3: It is not the case that T. Conclusion : G.;1
Premise 1: It is not the case that (C and not C). Premise 2: Either C or C. Premise 3: Either (C and not Y) or not Y. Conclusion : C and Y.;0
Premise 1: O. Premise 2: If X then not not O. Premise 3: It is not the case that A. Conclusion : A.;0
Premise 1: W. Premise 2: It is not the case that (J or C). Premise 3: Either C or not C. Conclusion : W.;1
Premise 1: It is not the case that M. Premise 2: F. Premise 3: Either not F or not W. Conclusion : F and not W.;1
Premise 1: Not R and R. Premise 2: If M then B. Premise 3: (B and B) and R. Conclusion : It is not the case that M.;1
Premise 1: Not Y and not O. Premise 2: Y. Premise 3: Not Y and B. Conclusion : If B then not B.;1
Premise 1: Either J or J. Premise 2: J. Premise 3: It is not the case that not B. Conclusion : B and S.;0
Premise 1: It is not the case that C. Premise 2: It is not the case that not M. Premise 3: If M then X. Conclusion : C.;0
Premise 1: U if and only if (M implies U). Premise 2: It is not the case that M. Premise 3: U. Conclusion : C.;0
Premise 1: Either R or (R or O). Premise 2: It is not the case that B. Premise 3: R. Conclusion : Either not R or not R.;0
